bill_id,title,created_at,updated_at,subjects
HB 754,Lease Purchase of Real Property/Comm. Coll.,2013-04-13,2014-12-03,Commerce|Legal Issues|Legislative Affairs|Public Services|Housing and Property|State Agencies|Education
HB 755,DENR Electronic Notice.,2013-04-13,2014-03-05,Legal Issues|Public Services|Agriculture and Food|Environmental|Other|Technology and Communication|Business and Consumers
HB 756,Reform Recreational Use Statute.,2013-04-13,2014-03-05,Recreation|Housing and Property|Public Services|Animal Rights and Wildlife Issues|Legal Issues
HB 757,Define/DV Personal Relationship/Crim Pro Laws.,2013-04-13,2014-03-05,Social Issues|Family and Children Issues|Public Services|Judiciary|Sexual Orientation and Gender Issues|Crime|Other
HB 758,Student Screen and Ed./Eating Disorders.,2013-04-13,2014-03-05,Agriculture and Food|State Agencies|Education|Health|Public Services
HB 759,Required Number of Operating Brake Lights.,2013-04-13,2014-03-05,Public Services|Other|Transportation|Crime
HB 76,Authorize Various Special Plates.,2013-02-07,2014-03-05,"Transportation|Legal Issues|Municipal and County Issues|Public Services|Agriculture and Food|Other|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers|Animal Rights and Wildlife Issues"
HB 760,Summer Reading Camps.,2013-04-13,2014-03-05,Public Services|Education
HB 761,Regulatory Reform Act of 2014.,2013-04-13,2014-08-01,"Legislative Affairs|Public Services|Crime|Labor and Employment|Other|Health|Business and Consumers|Animal Rights and Wildlife Issues|Senior Issues|Transportation|Legal Issues|Municipal and County Issues|Drugs|Judiciary|Executive Branch|Environmental|Federal, State, and Local Relations|Arts and Humanities|Budget, Spending, and Taxes|Commerce|Family and Children Issues|Technology and Communication|Housing and Property|Agriculture and Food|State Agencies|Education|Insurance|Science and Medical Research"
HB 762,Amend Certain Bail Bond Procedures.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Judiciary|Crime|Other
HB 763,Allow Alimony/Post Sep Supp During Marriage.,2013-04-13,2014-03-05,Legal Issues|Family and Children Issues|Public Services|Civil Liberties and Civil Rights|Labor and Employment|Business and Consumers|Legislative Affairs
HB 764,Occ Lic Bd/Audit Business it Regulates/Taxes.,2013-04-13,2014-03-05,"Labor and Employment|State Agencies|Public Services|Legal Issues|Budget, Spending, and Taxes"
HB 765,Jury Instructions for School Budget Dispute.,2013-04-13,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Judiciary|State Agencies|Education
HB 766,Simple Election Act.,2013-04-13,2014-03-05,Campaign Finance and Election Issues|State Agencies|Education|Public Services|Municipal and County Issues
HB 767,Corporal Pruitt Rainey Brass to Class Act.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Military|State Agencies|Education
HB 768,Pretrial Release/No Unsecured Bond.,2013-04-13,2014-03-05,Public Services|Other|Judiciary|Crime
HB 769,Zoning/Limit Manufactured Home Restrictions.,2013-04-13,2014-06-18,Housing and Property|Public Services|Legal Issues|Municipal and County Issues
HB 77,Board of Law Examiners/Update Expense Law.,2013-02-07,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Judiciary|Labor and Employment|Other|State Agencies|Education
HB 770,Environmental Practicality Act.,2013-04-13,2014-03-05,Commerce|Municipal and County Issues|Legislative Affairs|Public Services|Environmental|Other
HB 771,Inform Patient/Drug Cost Less Than Ins. Copay.,2013-04-13,2014-03-05,Commerce|Public Services|Labor and Employment|Health|Business and Consumers|Insurance
HB 772,Study Free and Reduced Lunch.,2013-04-13,2014-03-05,Legislative Affairs|Public Services|Other|Health|State Agencies|Education|Welfare and Poverty
HB 773,Local Gov'ts/Bldgs/Structures/Inspections.,2013-04-13,2014-03-05,"Commerce|Legal Issues|Municipal and County Issues|Public Services|Other|Budget, Spending, and Taxes|Housing and Property"
HB 774,Building Code Exclusion/Primitive Structures.,2013-04-13,2014-03-05,Housing and Property|Public Services|Other|Legislative Affairs
HB 775,Moratorium on High-Stakes Testing.,2013-04-13,2014-03-05,State Agencies|Education|Legal Issues|Public Services
HB 776,LRC Study/Banking Law Amendments.,2013-04-13,2014-03-05,Commerce|Legal Issues|Legislative Affairs|Public Services|Other|Housing and Property|State Agencies
HB 777,Sex Offender/Expand Residential Restrictions.,2013-04-13,2014-06-27,Legislative Affairs|Family and Children Issues|Public Services|Judiciary|Crime|Housing and Property
HB 778,Implement Efficiences in State Government.,2013-04-13,2014-03-05,"State Agencies|Other|Legislative Affairs|Budget, Spending, and Taxes|Public Services"
HB 779,LRC Study Infrastructure/Foreclosed Property.,2013-04-13 03:13:03,2014-03-05,Transportation|Public Services|Agriculture and Food|Environmental|Other|Housing and Property|State Agencies
HB 78,Amend UCC Article 4A Funds/Transfers.,2013-02-07,2014-03-05,Commerce|Public Services|Technology and Communication|Legal Issues
HB 780,Study Antibiotics Fed to Livestock.,2013-04-13,2014-03-05,Legislative Affairs|Public Services|Agriculture and Food|Health|State Agencies|Animal Rights and Wildlife Issues
HB 781,Increase Small Brewery Limits.,2013-04-13,2014-03-05,Commerce|Legal Issues|Public Services|Agriculture and Food|Other|State Agencies|Business and Consumers
HB 782,Fortified Malt Beverages Act.,2013-04-13,2014-03-05,"Commerce|Public Services|Legal Issues|Budget, Spending, and Taxes"
HB 783,Pyrotechnics Technical and Conforming Changes.,2013-04-13,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Other|Health|State Agencies|Education|Insurance|Legal Issues
HB 784,Worthless Check/Present Cashed Check.,2013-04-13,2014-03-05,Commerce|Legislative Affairs|Public Services|Crime|Other|Business and Consumers
HB 785,Cost-Sharing/Transportation Improvements.,2013-04-13,2014-03-05,"Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|Other|Budget, Spending, and Taxes|Business and Consumers"
HB 786,RECLAIM NC Act.,2013-04-13,2014-03-05,Education|Transportation|Legal Issues|Legislative Affairs|Public Services|Immigration|Executive Branch|Civil Liberties and Civil Rights|Family and Children Issues|Other|Technology and Communication|State Agencies|Crime
HB 787,Protect Rural Land Use Rights.,2013-04-13,2014-03-05,Legal Issues|Municipal and County Issues|Public Services|Judiciary|Agriculture and Food|Environmental|Other|Housing and Property
HB 788,Water/Sewer Authority/Rate Flexibility.,2013-04-13,2014-03-05,Public Services|Other|Legislative Affairs
HB 789,USTs Eligible for Brownfields.,2013-04-13,2014-03-05,Environmental|Public Services|Other|Health|Legislative Affairs
HB 79,Annexation Amendment.,2013-02-07,2014-03-05,Campaign Finance and Election Issues|Public Services|Government Reform|Legislative Affairs|Municipal and County Issues
HB 790,Reimbursement Agreement Changes.,2013-04-13,2014-03-05,Commerce|Municipal and County Issues|Public Services|Labor and Employment|Housing and Property|Business and Consumers
HB 791,Incentives Study Bill.,2013-04-13,2014-03-05,"Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Budget, Spending, and Taxes|State Agencies"
HB 792,Allow Human Consumption Of Raw Milk.,2013-04-13,2014-03-05,Agriculture and Food|Public Services|Health
HB 793,HOAs/Fidelity Bonds.,2013-04-13,2014-03-05,"Housing and Property|Public Services|Other|Business and Consumers|Budget, Spending, and Taxes"
HB 794,Voter Freedom Act of 2013.,2013-04-13,2014-03-05,Campaign Finance and Election Issues|State Agencies|Other|Public Services
HB 795,Credit for Access Construction/Renovation.,2013-04-13,2014-03-05,"Housing and Property|Public Services|Health|Budget, Spending, and Taxes"
HB 796,Exempt Certain Columbariums/Cemetery Act.,2013-04-13,2014-03-05,Family and Children Issues|Municipal and County Issues|Public Services|Other|Legislative Affairs|Legal Issues
HB 797,Business Facilities Development.,2013-04-13,2014-03-05,"Commerce|Municipal and County Issues|Legislative Affairs|Public Services|Other|Technology and Communication|Budget, Spending, and Taxes|Education"
HB 798,Release of Medical Records.,2013-04-13,2014-03-05,State Agencies|Public Services|Health|Legal Issues
HB 799,Crossing Solid Line to Pass Certain Vehicles.,2013-04-13,2014-03-05,Public Services|Transportation|Crime
HB 8,Eminent Domain.,2013-02-05,2014-03-05,Government Reform|Legal Issues|Legislative Affairs|Public Services|Campaign Finance and Election Issues|Housing and Property
HB 800,Grand Jury Invest./Prosecutor Training Study.,2013-04-13,2014-03-05,Legislative Affairs|Public Services|Judiciary|Other|State Agencies|Education
HB 801,Multiple Expunctions/Dismissal or Not Guilty.,2013-04-13,2014-03-05,State Agencies|Public Services|Other|Judiciary|Crime
HB 802,Landlord/Tenant/Shorten Eviction Time.,2013-04-13,2014-03-05,Housing and Property|Public Services|Legal Issues|Legislative Affairs|Judiciary
HB 803,Healthy and High Performance Schools Act.,2013-04-13,2014-03-05,"Family and Children Issues|Labor and Employment|Public Services|Agriculture and Food|Environmental|Other|Health|Budget, Spending, and Taxes|State Agencies|Education"
HB 804,Great Leaders for Great Schools/Study.,2013-04-13,2014-03-05,Public Services|Education|Legislative Affairs
HB 805,Ban Smoking in Foster Care Setting/Infants.,2013-04-13,2014-03-05,"Social Issues|Family and Children Issues|Drugs|Public Services|Other|Health|Budget, Spending, and Taxes|State Agencies"
HB 806,Study Business License Information Office.,2013-04-13,2014-03-05,"Commerce|Legal Issues|Legislative Affairs|Public Services|Technology and Communication|Budget, Spending, and Taxes|State Agencies"
HB 807,Building Code Council/Post Code Online.,2013-04-13,2014-03-05,Housing and Property|Public Services|Other|Technology and Communication
HB 808,Merge Cemetery Comm./Funeral Service Board.,2013-04-13,2014-03-05,Legal Issues|Family and Children Issues|Public Services|Labor and Employment|Other|State Agencies
HB 809,Game Nights/Nonprofit Fundraisers.,2013-04-13,2014-03-05,"Legal Issues|Legislative Affairs|Public Services|Other|Budget, Spending, and Taxes|State Agencies|Gambling and Gaming|Business and Consumers"
HB 810,Modify Certain Cemetery Requirements.,2013-04-13,2014-03-05,State Agencies|Other|Legal Issues|Public Services
HB 811,Amend Practice of Funeral Service Laws.,2013-04-13,2014-03-05,Legal Issues|Family and Children Issues|Public Services|Civil Liberties and Civil Rights|Labor and Employment|Other|State Agencies|Business and Consumers|Insurance
HB 812,Special License Plate DWI Offenders.,2013-04-13,2014-03-05,Public Services|Transportation|Legal Issues|Crime
HB 813,Ban Synthetic Cannabinoids.,2013-04-13,2014-03-05,Drugs|Commerce|Public Services|Legislative Affairs|Crime
HB 814,Study Water & Sewer Service Districts.,2013-04-13,2014-03-05,Environmental|State Agencies|Public Services|Legislative Affairs
HB 815,Ban Use of Credit History in Hiring/Firing.,2013-04-13,2014-03-05,Commerce|Public Services|Business and Consumers|Labor and Employment
HB 816,Tobacco Growers Assessment Act.,2013-04-13,2014-03-05,"Commerce|Legislative Affairs|Public Services|Trade|Agriculture and Food|Other|Federal, State, and Local Relations|Technology and Communication|Budget, Spending, and Taxes|Business and Consumers"
HB 817,Strategic Transportation Investments.,2013-04-13,2014-03-05,"Government Reform|Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Trade|Other|Budget, Spending, and Taxes|Housing and Property|State Agencies"
HB 818,University Energy Savings Contracts.,2013-04-13,2014-03-05,Legislative Affairs|Public Services|Environmental|Other|State Agencies|Business and Consumers
HB 82,IRC Update.,2013-02-09,2014-03-05,"Public Services|Business and Consumers|Budget, Spending, and Taxes|Legislative Affairs"
HB 820,Judicial Reform Act.,2013-04-13,2014-03-05,Transportation|Legislative Affairs|Public Services|Judiciary|Executive Branch|Crime|State Agencies
HB 821,Triad Farmers Mkt/Rename for Sen. Bob Shaw.,2013-04-13,2014-03-05,Agriculture and Food|Public Services|Municipal and County Issues|Legislative Affairs|Legal Issues
HB 822,Three-Fifths Vote to Levy Taxes.,2013-04-13,2014-03-05,"Campaign Finance and Election Issues|Public Services|Government Reform|Budget, Spending, and Taxes|Legislative Affairs"
HB 823,Taxpayer Transparency Act.,2013-04-13,2014-03-05,"Public Services|Technology and Communication|Budget, Spending, and Taxes"
HB 824,Epi Pen in Schools.,2013-04-13,2014-03-05,Municipal and County Issues|Public Services|Other|Health|State Agencies|Education
HB 825,Minor Can't Be Prosecuted for Prostitution.,2013-04-13,2014-03-05,Legal Issues|Public Services|Municipal and County Issues|Family and Children Issues|Crime
HB 826,Wage Theft/Misclassification/Remedies.,2013-04-13,2014-03-05,Labor and Employment|State Agencies|Public Services|Legal Issues
HB 827,Designate Primary Stroke Centers.,2013-04-13,2014-03-05,State Agencies|Health|Public Services
HB 828,Update Physical Therapy Practice Act.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Crime|Labor and Employment|Other|Health|State Agencies
HB 829,Sale of Growlers by Certain ABC Permittees.,2013-04-13,2014-03-05,Commerce|Legal Issues|Legislative Affairs|Public Services|Agriculture and Food|Other|State Agencies|Business and Consumers
HB 83,Enact CON Committee Recommendations.,2013-02-09,2014-03-05,Public Services|Other|Health|Judiciary
HB 830,Adopt State Symbols.,2013-04-13,2014-03-05,Legislative Affairs|Public Services|Environmental|Other|Arts and Humanities|Animal Rights and Wildlife Issues
HB 831,Ed. Services for Children in PRTFs.,2013-04-13,2014-12-03,Family and Children Issues|Municipal and County Issues|Public Services|Civil Liberties and Civil Rights|Health|State Agencies|Education|Business and Consumers
HB 832,Expand Pharmacists' Immunizing Authority.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Health|State Agencies
HB 833,Measurability Assessments.,2013-04-13,2014-03-05,"Public Services|Budget, Spending, and Taxes"
HB 834,Modern State Human Resources Management/RTR.,2013-04-13,2014-08-20,"Senior Issues|Legal Issues|Legislative Affairs|Commerce|Public Services|Executive Branch|Civil Liberties and Civil Rights|Labor and Employment|Other|Health|Technology and Communication|Budget, Spending, and Taxes|State Agencies|Education|Business and Consumers|Insurance|Welfare and Poverty"
HB 837,Government Transparency Act.,2013-04-13,2014-03-05,Municipal and County Issues|Legislative Affairs|Public Services|Civil Liberties and Civil Rights|Labor and Employment|State Agencies|Education|Business and Consumers
HB 838,Exceptional Children's Services/Study.,2013-04-13,2014-12-03,Family and Children Issues|Legislative Affairs|Public Services|Other|State Agencies|Education
HB 839,Public School Reporting Reform.,2013-04-13,2014-12-03,State Agencies|Education|Other|Public Services|Municipal and County Issues
HB 84,Enact Medical Cannabis Act.,2013-02-09,2014-03-05,Drugs|Public Services|Crime|Labor and Employment|Health|Technology and Communication|State Agencies|Education|Science and Medical Research
HB 840,Task Force on Deaf Education.,2013-04-13,2014-03-05,Public Services|Education|Health|State Agencies
HB 841,Urban Farms/Zoning Laws Exclusion.,2013-04-13,2014-03-05,Commerce|Legal Issues|Municipal and County Issues|Public Services|Agriculture and Food|Animal Rights and Wildlife Issues
HB 842,Study of Spirituous Liquor Sales-Distillery.,2013-04-13,2014-05-15,Commerce|Legal Issues|Legislative Affairs|Drugs|Public Services|Other|State Agencies
HB 843,Students & Administration Equality Act.,2013-04-13,2014-03-05,Public Services|Education|Judiciary
HB 844,Indian Tribe Recognition.,2013-04-13,2014-03-05,Public Services|Indigenous Peoples|Municipal and County Issues|Civil Liberties and Civil Rights
HB 845,County Recyclable Collections Programs.,2013-04-13,2014-03-05,Environmental|Public Services|Municipal and County Issues
HB 846,Job and Education Privacy Act.,2013-04-13,2014-09-20,Commerce|Public Services|Executive Branch|Civil Liberties and Civil Rights|Labor and Employment|Technology and Communication|State Agencies|Education|Business and Consumers
HB 847,Mission Foundation Special Plate.,2013-04-13,2014-03-05,"Transportation|Legal Issues|Public Services|Other|Health|Budget, Spending, and Taxes|Business and Consumers"
HB 848,Study - Children's Health and Toxic Chemicals.,2013-04-13,2014-03-05,Commerce|Public Services|Health|Family and Children Issues|Environmental
HB 850,Possession of Needles/Tell Law Officer.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Drugs|Public Services|Crime|Labor and Employment|Other
HB 851,Required Number of Operating Brake Lights.,2013-04-13,2014-03-05,Public Services|Other|Transportation|Crime
