bill_id,title,created_at,updated_at,subjects
HB 144,Homeschool Education Income Tax Credit.,2013-02-22,2014-03-05,"Public Services|Education|State Agencies|Legislative Affairs|Budget, Spending, and Taxes"
HB 145,School Calendar Flexibility/Alamance County.,2013-02-22,2014-03-05,State Agencies|Education|Legislative Affairs|Municipal and County Issues
HB 146,Back to Basics.,2013-02-22,2014-03-13,State Agencies|Education|Public Services|Legislative Affairs
HB 147,Amend Adoption Laws.,2013-02-22,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Judiciary|Family and Children Issues|Other
HB 149,Caylee's Law/Report Missing Children.,2013-02-27,2014-03-05,Legal Issues|Family and Children Issues|Public Services|Crime|Other|Legislative Affairs
HB 15,Various Emergency Management Changes.,2013-02-05,2014-03-28,Recreation|Transportation|Legal Issues|Legislative Affairs|Public Services|Crime|Agriculture and Food|Environmental|Health|State Agencies
HB 150,Zoning/Design & Aesthetic Controls.,2013-02-27,2014-05-20,Public Services|Legal Issues|Municipal and County Issues
HB 151,Root Out Poverty/Task Force Funds.,2013-02-27,2014-03-05,"Legislative Affairs|Public Services|Executive Branch|Labor and Employment|Other|Health|Budget, Spending, and Taxes|State Agencies|Welfare and Poverty"
HB 152,Extend Sunset for Earned Income Tax Credit.,2013-02-27,2014-03-05,"Public Services|Legal Issues|Family and Children Issues|Budget, Spending, and Taxes"
HB 153,Establish General Gov't Oversight Committee.,2013-02-27,2014-03-05,State Agencies|Other|Public Services|Legislative Affairs
HB 154,Home Birth Freedom Act.,2013-02-27,2014-03-05,Legal Issues|Public Services|Sexual Orientation and Gender Issues|Labor and Employment|Other|Health|Reproductive Issues|State Agencies
HB 155,Decriminalize Direct Entry Midwifery.,2013-02-27,2014-03-05,Reproductive Issues|Public Services|Health|Sexual Orientation and Gender Issues|Crime
HB 156,Honest Lottery Act.,2013-02-27,2014-03-05,"Commerce|Gambling and Gaming|Legislative Affairs|Public Services|Technology and Communication|Budget, Spending, and Taxes|State Agencies|Education"
HB 157,Limit Use of Highway Fund Credit Balance.,2013-02-27,2014-03-05,"Energy|Public Services|Transportation|Budget, Spending, and Taxes|Legislative Affairs"
HB 158,Plate Background/State Fish Plates.,2013-02-27,2014-03-05,Transportation|Legal Issues|Legislative Affairs|Public Services|Environmental|Other|Animal Rights and Wildlife Issues
HB 159,Public Infrastructure Oversight Commission.,2013-02-27,2014-03-05,State Agencies|Public Services|Other|Executive Branch|Legislative Affairs
HB 16,No N.C. Exchange/No Medicaid Expansion.,2013-02-05,2014-03-05,Legislative Affairs|Public Services|Health|State Agencies|Insurance|Welfare and Poverty
HB 160,Public Contracts/Illegal Immigrants.,2013-02-27,2014-03-05,Labor and Employment|Public Services|Business and Consumers|Immigration|Legal Issues
HB 161,Mandatory Retirement Age for Magistrates.,2013-02-27,2014-03-05,Senior Issues|Public Services|Judiciary|Legislative Affairs|Labor and Employment
HB 162,Lengthen Replacement Cycle for School Buses.,2013-02-27,2014-03-05,Commerce|State Agencies|Education|Transportation|Public Services
HB 163,WC/Taxi Driver/Independent Contractor.,2013-02-27,2014-03-05,Commerce|Public Services|Transportation|Insurance|Labor and Employment
HB 164,Eliminate Obsolete Boards and Commissions.,2013-03-02,2014-03-05,Commerce|Legal Issues|Legislative Affairs|Public Services|Crime|Labor and Employment|Other|Health|Arts and Humanities|State Agencies|Education|Business and Consumers
HB 165,APA Technical/Clarifying Chges.,2013-03-02,2014-03-05,Public Services|Other
HB 166,PED Study Occ. Lic Bd. Agency.,2013-03-02,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Other|State Agencies
HB 167,Use of Criminal History Records by Lic. Bds.,2013-03-02,2014-03-05,Labor and Employment|State Agencies|Public Services|Legal Issues|Crime
HB 168,Divison of Atty's Fees in Workers' Comp.,2013-03-02,2014-03-05,"Commerce|Legal Issues|Legislative Affairs|Public Services|Judiciary|Labor and Employment|Other|Health|Budget, Spending, and Taxes|State Agencies|Insurance|Science and Medical Research"
HB 17,Gun Permits/Confidentiality.,2013-02-05,2014-03-05,Legal Issues|Public Services|Crime|Technology and Communication|State Agencies|Civil Liberties and Civil Rights|Business and Consumers|Guns
HB 170,Dept. of Insurance/Public Health Service Act.,2013-03-02,2014-03-05,Public Services|Insurance
HB 172,Clarify LEC Procedures/TC.,2013-03-02,2014-03-05,State Agencies|Public Services|Legal Issues|Legislative Affairs
HB 173,Revise Controlled Substances Reporting.,2013-03-02,2014-03-05,Legal Issues|Drugs|Public Services|Executive Branch|Crime|Labor and Employment|Other|Health|Technology and Communication|State Agencies|Animal Rights and Wildlife Issues
HB 174,NC Railroad Company Reporting and Dividends.,2013-03-02,2014-03-05,Commerce|State Agencies|Public Services|Transportation|Legal Issues
HB 175,HOAs/No Home Foreclosures.,2013-03-02,2014-03-05,Commerce|Public Services|Housing and Property
HB 176,Charter School Election.,2013-03-02,2014-03-05,Senior Issues|Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|Health|State Agencies|Education|Insurance
HB 177,Amend Certificate of Need Laws.,2013-03-02,2014-03-05,State Agencies|Other|Health|Public Services|Legislative Affairs
HB 178,Study Savings for Administration of Claims.,2013-03-02,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|State Agencies|Education|Insurance
HB 179,Joint Agencies Sales & Excise Tax Exemptions.,2013-03-02,2014-03-05,"Commerce|Legal Issues|Public Services|Crime|Budget, Spending, and Taxes|Energy"
HB 18,Youth Skin Cancer Prevention Act.,2013-02-05,2014-03-05,Public Services|Other|Family and Children Issues
HB 180,Mechanics Liens/Technical Corrections.,2013-03-02,2014-03-05,Commerce|Public Services|Legislative Affairs|Housing and Property
HB 181,Physician Suprvsn. Required/Nurse Anesthetist.,2013-03-02,2014-03-05,Labor and Employment|Public Services|Health
HB 182,Establish Efficiency & Cost-Savings Commn.,2013-03-02,2014-08-15,State Agencies|Government Reform|Other|Public Services|Legislative Affairs
HB 183,Delay Transfer/Cleveland County Corr. Fac.,2013-03-02,2014-06-27,Transportation|Legislative Affairs|Municipal and County Issues|Drugs|Public Services|Crime|Health|State Agencies|Education|Business and Consumers|Science and Medical Research
HB 184,Allow Drivers Licenses for DACA Beneficiaries.,2013-03-02,2014-03-05,Public Services|Transportation|Immigration|Legal Issues
HB 185,Ballot Reform Act of 2013.,2013-03-02,2014-03-05,Campaign Finance and Election Issues|Public Services
HB 186,Towns Enforce Noise Ordinances/Lake Norman.,2013-03-02,2014-03-05,Transportation|Legal Issues|Municipal and County Issues|Crime|Environmental|Other|Legislative Affairs
HB 187,Private School/Handgun On School Prop.,2013-03-02,2014-03-05,Labor and Employment|Education|Guns|Municipal and County Issues
HB 188,Early Voting on Weekends.,2013-03-02,2014-03-05,Campaign Finance and Election Issues|State Agencies|Public Services|Municipal and County Issues
HB 189,Amend Info./Child Supp. Orders.,2013-03-02,2014-08-21,"Commerce|Family and Children Issues|Municipal and County Issues|Public Services|Campaign Finance and Election Issues|Agriculture and Food|Other|Budget, Spending, and Taxes|Education|Business and Consumers|Legislative Affairs|Legal Issues"
HB 19,Respect our Fallen Heroes.,2013-02-05,2014-03-05,Military|Public Services|Other|Legislative Affairs|Crime
HB 191,Grifton/Deannexation.,2013-03-02,2014-03-05,Legislative Affairs|Municipal and County Issues
HB 192,Allow ROW Usage in Central Business Districts.,2013-03-02,2014-03-05,Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Agriculture and Food|Legal Issues
HB 193,Expand Uses for Meck Ct/Charlotte Local Taxes.,2013-03-02,2014-03-05,"Recreation|Legislative Affairs|Municipal and County Issues|Public Services|Budget, Spending, and Taxes|Housing and Property"
HB 194,Allow PAVE Certification/Veterinary License.,2013-03-02,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Health|State Agencies|Education|Animal Rights and Wildlife Issues
HB 195,Cornelius/Extend Use of Design-Build.,2013-03-02,2014-03-05,Labor and Employment|Business and Consumers|Municipal and County Issues|Legislative Affairs|Commerce
HB 196,WS/FC School Board Vacancies.,2013-03-02,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 197,Local Flexibility Re: School Calendar.,2013-03-02,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 199,Increase Jurisdictional Amount/District Ct.,2013-03-02,2014-03-05,Public Services|Legal Issues|Judiciary
HB 200,Require Certain General Reappraisals.,2013-03-05,2014-03-05,"Housing and Property|Public Services|Other|Legal Issues|Budget, Spending, and Taxes"
HB 201,Building Reutilization for Economic Dev. Act.,2013-03-05,2014-08-02,"Commerce|Municipal and County Issues|Legislative Affairs|Public Services|Environmental|Other|Budget, Spending, and Taxes|Housing and Property|State Agencies|Education"
HB 202,NCNG Adjutant General Appointment Criteria.,2013-03-05,2014-03-05,Military|State Agencies|Public Services
HB 203,Revisions/Homeowner/Homebuyer Protection Act.,2013-03-05,2014-03-05,Commerce|Public Services|Business and Consumers|Legal Issues|Housing and Property
HB 204,Update/Modernize/Midwifery Practice Act.,2013-03-05,2014-03-05,Legal Issues|Public Services|Sexual Orientation and Gender Issues|Labor and Employment|Health|Reproductive Issues|State Agencies
HB 205,Correct Tech. Error in Burgaw Occupancy Tax.,2013-03-05,2014-03-05,"Business and Consumers|Budget, Spending, and Taxes|Municipal and County Issues"
HB 207,Expunction of Drug Offenses.,2013-03-05,2014-03-05,Drugs|State Agencies|Public Services|Judiciary|Crime
HB 208,Ban the Box.,2013-03-05,2014-03-05,Labor and Employment|State Agencies|Public Services|Crime
HB 209,DV Orders/Findings Not Required.,2013-03-05,2014-03-05,Social Issues|Legal Issues|Family and Children Issues|Public Services|Sexual Orientation and Gender Issues|Crime|Legislative Affairs
HB 211,Weight Limits/Animal Feed Trucks.,2013-03-06,2014-03-05,Agriculture and Food|Public Services|Transportation|Animal Rights and Wildlife Issues|Legislative Affairs
HB 212,Create North Carolina Accountability Report.,2013-03-06,2014-03-05,Public Services|Other|Technology and Communication|Legislative Affairs
HB 213,School Calendar Flexiblity/Certain Counties.,2013-03-06,2014-03-05,State Agencies|Education|Legislative Affairs|Municipal and County Issues
HB 214,Amend Real Estate License Law/Records.,2013-03-06,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Housing and Property|State Agencies
HB 215,School Calendar Flexiblity/Certain Counties.,2013-03-06,2014-03-05,State Agencies|Education|Legislative Affairs|Municipal and County Issues
HB 217,Criminal Law/Procedure Amendments.,2013-03-06,2014-03-05,Transportation|Legislative Affairs|Family and Children Issues|Public Services|Judiciary|Crime|State Agencies
HB 218,No Postsecondary Education/Illegal Aliens.,2013-03-06,2014-03-05,Public Services|Education|Immigration
HB 219,Update References/Child Born Out of Wedlock.,2013-03-06,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Judiciary|Sexual Orientation and Gender Issues|Crime|Family and Children Issues|Other|Health|Technology and Communication|Reproductive Issues|Science and Medical Research
HB 22,Authorize Various Special Plates.,2013-02-05,2014-03-05,"Transportation|Legal Issues|Municipal and County Issues|Public Services|Agriculture and Food|Labor and Employment|Other|Budget, Spending, and Taxes|Housing and Property|Military|Business and Consumers|Animal Rights and Wildlife Issues"
HB 220,Designate NC Fragile X Awareness Day.,2013-03-06,2014-03-05,Public Services|Health|Legislative Affairs|Civil Liberties and Civil Rights
HB 221,Increase Penalties for Human Trafficking.,2013-03-06,2014-03-05,Public Services|Judiciary|Crime
HB 222,Buncombe County/Use Design-Build Methods.,2013-03-06,2014-03-05,Commerce|Municipal and County Issues|Legislative Affairs|Labor and Employment|Housing and Property|Business and Consumers
HB 223,Electric Membership Corps/Member Control.,2013-03-06,2014-03-05,Public Services|Municipal and County Issues|Legislative Affairs
HB 224,Asheville ETJ and Annexation.,2013-03-06,2014-03-05,Other|Legislative Affairs|Municipal and County Issues
HB 225,School Calendar Flexibility/Iredell Co.,2013-03-06,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 226,The Free Means Free Act.,2013-03-06,2014-03-05,Commerce|Public Services|Business and Consumers|Technology and Communication
HB 227,Local Gov'ts/Vacant Housing Receivership.,2013-03-06,2014-03-05,Housing and Property|Public Services|Legal Issues|Municipal and County Issues
HB 228,Home Schoolers Participate in School Sports.,2013-03-06,2014-03-05,Recreation|State Agencies|Education|Public Services
HB 229,Holden Beach/Canal Dredging District Fee.,2013-03-06,2014-03-05,"Commerce|Transportation|Municipal and County Issues|Legislative Affairs|Public Services|Environmental|Budget, Spending, and Taxes"
HB 23,Digital Learning Competencies/School Emp'ees.,2013-02-05,2014-12-03,Legislative Affairs|Public Services|Labor and Employment|Technology and Communication|State Agencies|Education|Science and Medical Research
HB 230,Clarify Read to Achieve/Sch. Perform. Grades.,2013-03-06,2014-06-12,Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|Other|State Agencies|Education
HB 231,GA/Make All LAs Perm. Full-Time/Funds.,2013-03-06,2014-03-05,Labor and Employment|State Agencies|Public Services|Legislative Affairs
HB 232,State Health Plan/Statutory Changes.-AB,2013-03-06,2014-03-05,Legislative Affairs|Public Services|Labor and Employment|Health|State Agencies|Education|Insurance
HB 233,Long-Term Care Insurance Changes.-AB,2013-03-06,2014-03-05,Commerce|Senior Issues|Public Services|Health|Business and Consumers|Insurance
HB 234,Clarify Pender County ABC Laws.,2013-03-07,2014-03-05,State Agencies|Municipal and County Issues|Legal Issues|Legislative Affairs
HB 235,Parent's Consent Required to Quit School.,2013-03-07,2014-03-05,Public Services|Education|Family and Children Issues
HB 236,Perm. Reg. Plates/Solid Waste Authorities.,2013-03-07,2014-03-05,Public Services|Transportation|Legal Issues|Municipal and County Issues
HB 237,Franklin County VIM Clinic Funds.,2013-03-07,2014-03-05,"Business and Consumers|Public Services|Health|Municipal and County Issues|Budget, Spending, and Taxes"
HB 238,Maintaining Water & Sewer Fiscal Health.,2013-03-07,2014-03-05,State Agencies|Public Services|Municipal and County Issues
HB 239,Nonresident Scholarships/Out-of-State Tuition.,2013-03-07,2014-03-05,Public Services|Education|Legal Issues|Immigration
HB 24,DV/Abuser Treatment Program/Amendments.,2013-02-05,2014-03-05,Social Issues|Legislative Affairs|Family and Children Issues|Public Services|Judiciary|Sexual Orientation and Gender Issues|Crime|Other|Health
HB 240,Insurance Technical/Clarifying Changes.-AB,2013-03-07,2014-03-05,"Transportation|Legal Issues|Legislative Affairs|Public Services|Civil Liberties and Civil Rights|Other|Health|Technology and Communication|Budget, Spending, and Taxes|State Agencies|Business and Consumers|Insurance"
HB 241,Blue Monday Shad Fry.,2013-03-07,2014-03-05,Recreation|Municipal and County Issues|Legislative Affairs|Public Services|Environmental|Other|Arts and Humanities|Animal Rights and Wildlife Issues
HB 242,Volunteer Fire Dept. Sales Tax Refund Change.,2013-03-07,2014-03-05,"Commerce|Public Services|Other|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers"
HB 243,Liens/Self-Service Storage Facilities.,2013-03-07,2014-03-05,Commerce|Legislative Affairs|Public Services|Other|Housing and Property|Business and Consumers
HB 244,Increase Regional Transportation Tax Cap.,2013-03-07,2014-03-05,"Commerce|Public Services|Transportation|Budget, Spending, and Taxes"
HB 245,Troutman Deannexation.,2013-03-07,2014-03-05,Other|Municipal and County Issues
HB 246,The Gun Rights Amendment.,2013-03-07,2014-03-05,Public Services|Legal Issues|Legislative Affairs|Guns
HB 247,Freedom to Negotiate Health Care Rates.,2013-03-07,2014-03-05,"Commerce|Legislative Affairs|Public Services|Labor and Employment|Health|Budget, Spending, and Taxes|Business and Consumers|Insurance"
HB 248,Taxpayer Debt Information Act.,2013-03-07,2014-03-05,"Commerce|Government Reform|Legislative Affairs|Municipal and County Issues|Public Services|Campaign Finance and Election Issues|Budget, Spending, and Taxes|State Agencies"
HB 249,Substitute Teacher Deduction/Personal Leave.,2013-03-07,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|State Agencies|Education
HB 25,Amend Felony Breaking or Entering.,2013-02-05,2014-03-05,Public Services|Legislative Affairs|Crime
HB 250,Charter School Enrollment & Charter Revisions.,2013-03-07,2014-03-05,State Agencies|Education|Public Services|Legislative Affairs
HB 251,Pretrial Release/Rebuttable Presumption.,2013-03-07,2014-03-05,Drugs|Public Services|Judiciary|Crime|Other|Guns
HB 252,Asheville Transfers.,2013-03-07,2014-03-05,"Legislative Affairs|Public Services|Transportation|Budget, Spending, and Taxes|Municipal and County Issues"
HB 253,Voter Protection and Integrity Act.,2013-03-07,2014-03-05,Campaign Finance and Election Issues|Public Services|Technology and Communication
HB 254,Zoning Changes/Notice to Military Bases.,2013-03-07,2014-03-05,Military|Public Services|Municipal and County Issues|Legislative Affairs|Legal Issues
HB 255,UNC Tuition Surcharge/Advance Notice.,2013-03-07,2014-12-03,State Agencies|Education|Other|Public Services|Legislative Affairs
HB 256,V.A. Survivors Benefits/Medicaid Eligibility.,2013-03-07,2014-03-05,Family and Children Issues|Public Services|Labor and Employment|Health|Military|State Agencies|Insurance|Welfare and Poverty
HB 257,Unclaimed Property Program Improvements.,2013-03-07,2014-05-15,Legal Issues|Legislative Affairs|Public Services|Judiciary|Other|Housing and Property|State Agencies
HB 258,School Calendar Flexibility.,2013-03-08,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs|Public Services
HB 26,Strengthen Laws/Vehicle Theft.,2013-02-05,2014-03-05,Transportation|Legal Issues|Legislative Affairs|Public Services|Crime|Environmental|Business and Consumers
HB 260,Salisbury/Deannex Rowan Cty Airport Property.,2013-03-08,2014-03-05,Transportation|Municipal and County Issues
HB 261,Kannapolis/Deannexation.,2013-03-08,2014-03-05,Legislative Affairs|Municipal and County Issues
HB 263,Small Business New Job Creation Incentive.,2013-03-08,2014-03-05,"Commerce|Public Services|Business and Consumers|Budget, Spending, and Taxes|Labor and Employment"
HB 264,Justice for Rural Citizens Act.,2013-03-08,2014-03-05,Public Services|Other|Municipal and County Issues
HB 265,Automobile Insurance Regulatory Modernization.,2013-03-08,2014-03-05,Commerce|Transportation|Public Services|Other|Business and Consumers|Insurance
HB 266,Standards for Some Nursery Stock Purchases.,2013-03-08,2014-03-05,Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Agriculture and Food|Environmental|State Agencies|Legal Issues
HB 267,Captive Insurance Amendments.,2013-03-08,2014-07-10,"Commerce|Transportation|Legal Issues|Legislative Affairs|Public Services|Trade|Other|Budget, Spending, and Taxes|State Agencies|Business and Consumers|Insurance"
HB 268,School Calendar Flexibility/Person County.,2013-03-08,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 269,Children w/Disabilities Scholarship Grants.,2013-03-12,2014-03-05,"Legislative Affairs|Public Services|Other|Health|Budget, Spending, and Taxes|State Agencies|Education"
HB 27,Escheat Savings Bond Trust Fund/Scholarships.,2013-02-05,2014-08-02,"Senior Issues|Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies|Insurance"
HB 270,Ronda Recall.,2013-03-12,2014-03-05,Government Reform|Legislative Affairs|Municipal and County Issues|Campaign Finance and Election Issues|State Agencies|Business and Consumers
HB 272,DOT/DMV Changes #2.,2013-03-12,2014-08-13,"Commerce|Transportation|Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Judiciary|Sexual Orientation and Gender Issues|Crime|Labor and Employment|Other|Budget, Spending, and Taxes|Indigenous Peoples|Housing and Property|Civil Liberties and Civil Rights|Business and Consumers"
HB 273,Charter School/LEA Accounting of Funds.,2013-03-12,2014-03-05,"Municipal and County Issues|Public Services|Budget, Spending, and Taxes|State Agencies|Education|Business and Consumers"
HB 274,Taxpayer Bill of Rights.,2013-03-12,2014-03-05,"Campaign Finance and Election Issues|Public Services|Government Reform|Legislative Affairs|Budget, Spending, and Taxes"
HB 276,Zoning/Board of Adjustment Changes.,2013-03-13,2014-03-05,State Agencies|Public Services|Municipal and County Issues|Legislative Affairs|Legal Issues
HB 277,Banking Laws Clarifications/Corrections.,2013-03-13,2014-03-05,Commerce|State Agencies|Other|Business and Consumers|Public Services
HB 278,HOAs/Voluntary Prelitigation Mediation.,2013-03-13,2014-03-05,Housing and Property|Public Services|Municipal and County Issues|Legal Issues|Legislative Affairs
HB 279,Transfer Environmental Permits.,2013-03-13,2014-03-05,Legal Issues|Municipal and County Issues|Public Services|Agriculture and Food|Environmental|Housing and Property|Legislative Affairs
HB 28,Henderson County Fire Districts.,2013-02-05,2014-03-05,"Public Services|Budget, Spending, and Taxes|Municipal and County Issues"
HB 280,Public Staff/Duty to Represent the Public.,2013-03-13,2014-03-05,Commerce|State Agencies|Public Services|Labor and Employment
HB 281,Record of Excusals From Jury Duty.,2013-03-13,2014-03-05,State Agencies|Public Services|Judiciary
HB 282,Local Flexibility Re: School Calendar.,2013-03-13,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 283,Clarify DOT/State Ports Relationship.,2013-03-13,2014-03-05,Environmental|Public Services|Other|Transportation|Commerce
HB 284,Local Contracts/Local Bidder Preference.,2013-03-13,2014-03-05,Labor and Employment|Business and Consumers|Municipal and County Issues|Commerce
HB 285,Amend Respiratory Care Practice Act.,2013-03-13,2014-03-05,Labor and Employment|State Agencies|Public Services|Health|Legal Issues
HB 287,Increase Dropout Age From 16 to 17.,2013-03-13,2014-03-05,Public Services|Education|Family and Children Issues
HB 288,School Calendar Flexibility/Lincoln County.,2013-03-13,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 289,State Computer Equipment/Buy Refurbished.,2013-03-13,2014-12-03,Commerce|Public Services|Municipal and County Issues|Technology and Communication|Legislative Affairs
HB 29,Methamphetamine/Offense/Penalties.,2013-02-05,2014-03-05,Senior Issues|Family and Children Issues|Legislative Affairs|Commerce|Drugs|Public Services|Judiciary|Crime|Health
HB 290,Rutherford Airport Authority.,2013-03-13,2014-03-05,Other|Transportation|Municipal and County Issues|Legislative Affairs
HB 291,Start-up Funds for New Charter Schools.,2013-03-13,2014-03-05,"State Agencies|Education|Public Services|Budget, Spending, and Taxes"
HB 292,Moratorium/Lawsuits for Sch. Funds.,2013-03-13,2014-06-14,"Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Judiciary|Labor and Employment|Other|Health|Arts and Humanities|Budget, Spending, and Taxes|State Agencies|Education"
HB 293,Mortgages/S.A.F.E. Act.,2013-03-14,2014-03-05,Commerce|State Agencies|Public Services|Legislative Affairs|Housing and Property
HB 294,Authority to Remove Abandoned Vessels.,2013-03-14,2014-05-15,Housing and Property|Transportation|Municipal and County Issues|Legislative Affairs|Legal Issues
HB 295,School Calendar Flexiblity/Certain Counties.,2013-03-14,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 296,Omnibus Wildlife Resources Commission Act.,2013-03-14,2014-03-05,"Legislative Affairs|Municipal and County Issues|Public Services|Environmental|Other|Health|Budget, Spending, and Taxes|State Agencies|Animal Rights and Wildlife Issues|Legal Issues"
HB 297,Matching Funds Repeal.,2013-03-14,2014-03-05,"Campaign Finance and Election Issues|Public Services|Budget, Spending, and Taxes"
HB 298,Affordable and Reliable Energy Act.,2013-03-14,2014-03-05,Commerce|Energy|Public Services
HB 299,Law Enforcement Officer Fairness Act.,2013-03-14,2014-03-05,Labor and Employment|Public Services|Legal Issues|Municipal and County Issues|Crime
HB 30,Repeal Combined M.V. Registration/Tax System.,2013-02-05,2014-03-05,"Commerce|Transportation|Legal Issues|Legislative Affairs|Public Services|Budget, Spending, and Taxes|Housing and Property|State Agencies"
HB 300,Cities/Public Trust Rights.,2013-03-14,2014-03-05,Environmental|Public Services|Legal Issues|Municipal and County Issues
HB 301,Clarifying Changes/Engineers/Surveyors Laws.,2013-03-14,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Other|State Agencies|Education|Science and Medical Research
HB 302,Repeal Kannapolis Annexation.,2013-03-14,2014-03-05,Legislative Affairs|Municipal and County Issues
HB 304,School Calendar Flexibility/Certain LEAs.,2013-03-14,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 305,Chapel Hill/Economic Development Projects.,2013-03-14,2014-03-05,Commerce|Other|Legislative Affairs|Municipal and County Issues
HB 306,Waynesville Annexation.,2013-03-14,2014-03-05,Municipal and County Issues
HB 307,Haywood Co. Capital Expenditures Occup. Tax.,2013-03-14,2014-03-05,"Commerce|Legislative Affairs|Municipal and County Issues|Other|Budget, Spending, and Taxes|Business and Consumers"
HB 308,Funds/MHDDSA Services/Non-Medicaid Eligibles.,2013-03-14,2014-03-05,"Drugs|Public Services|Civil Liberties and Civil Rights|Health|Budget, Spending, and Taxes|State Agencies"
HB 309,High Point/Motor Vehicle Privilege Tax.,2013-03-14,2014-03-05,"Housing and Property|Transportation|Legal Issues|Municipal and County Issues|Budget, Spending, and Taxes"
HB 31,Amend Habitual DWI.,2013-02-05,2014-03-05,Public Services|Transportation|Judiciary|Crime
HB 310,Handgun Permit Modernization Act.,2013-03-14,2014-03-05,Legal Issues|Public Services|Crime|Technology and Communication|State Agencies|Guns
HB 311,Repeal Literacy Test.,2013-03-14,2014-03-05,Campaign Finance and Election Issues|Public Services|Education|Government Reform|Legislative Affairs
HB 312,Preserving Privacy Act of 2013.,2013-03-14,2014-03-05,Transportation|Legal Issues|Municipal and County Issues|Public Services|Judiciary|Crime|Other|Technology and Communication|Science and Medical Research
HB 313,DOT Sales of Unused Property.,2013-03-14,2014-03-05,Housing and Property|Public Services|Business and Consumers|Legal Issues|Transportation
HB 314,Ayden Charter/Terms of Office Extended.,2013-03-14,2014-03-05,Campaign Finance and Election Issues|Government Reform|Other|Legislative Affairs|Municipal and County Issues
HB 315,Plastics Labeling Requirements.,2013-03-14,2014-03-05,Commerce|Legislative Affairs|Public Services|Environmental|Other|Technology and Communication
HB 316,Apex/Cary/Raleigh ROW Usage in CBD.,2013-03-14,2014-03-05,Agriculture and Food|Legal Issues|Municipal and County Issues
HB 317,Improve Ed. for Children Who Are Deaf.,2013-03-14,2014-03-05,Legislative Affairs|Public Services|Other|Health|State Agencies|Education
HB 318,Winston-Salem/Seismic Codes.,2013-03-15,2014-03-05,Housing and Property|Public Services|Municipal and County Issues|Legislative Affairs
HB 319,Dorothea Dix Lease.,2013-03-15,2014-05-15,Commerce|Legal Issues|Municipal and County Issues|Public Services|Health|Housing and Property|State Agencies
HB 32,Increase Year's Allowance.,2013-02-05,2014-03-05,Family and Children Issues|Public Services|Other|Legal Issues|Legislative Affairs
HB 320,Medicaid Managed Care/Behavioral Health Svcs.,2013-03-15,2014-07-23,State Agencies|Public Services|Health|Insurance|Welfare and Poverty
HB 321,Amend Local Solid Waste Planning.,2013-03-15,2014-03-05,Environmental|Public Services|Municipal and County Issues|Legislative Affairs
HB 322,CDL Requirements/Military Experience.,2013-03-15,2014-03-05,Commerce|Transportation|Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Military|Education
HB 323,Permit Disregard of Certain Reappraisals.,2013-03-15,2014-03-05,"Legal Issues|Municipal and County Issues|Public Services|Other|Budget, Spending, and Taxes|Housing and Property"
HB 324,School Calendar Flexibility/Rowan-Salisbury.,2013-03-20,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 325,Park Fees for Active Duty Military/Veterans.,2013-03-20,2014-03-05,Recreation|Environmental|Public Services|Labor and Employment|Other|Military
HB 326,Rutherford County Condemnation Consent.,2013-03-20,2014-03-05,Housing and Property|Municipal and County Issues|Legislative Affairs|Legal Issues
HB 327,Fire and Rescue Pension Revisions of 2013.-AB,2013-03-20,2014-03-05,"Senior Issues|Municipal and County Issues|Legislative Affairs|Public Services|Crime|Labor and Employment|Budget, Spending, and Taxes|State Agencies"
